A0A8U0PB87_SALNM/15-150	BJAM.scaffold10447.21286	56.9	123	51	2	16	136	86	208	2.6e-32	134.8
D7FM93_ECTSI/1-110	BJAM.scaffold10447.21288	50.0	112	52	3	2	110	8	118	3.0e-23	104.4
A0A4P9W5Y1_9FUNG/14-149	BJAM.scaffold1527.8283	51.9	133	48	3	15	136	398	525	1.4e-30	129.0
A0A941I5A1_9BURK/37-171	BJAM.scaffold6687.18512	36.4	143	72	5	3	135	477	610	1.5e-16	82.4
A0A5A7T2V6_CUCME/82-215	BJAM.scaffold1527.8283	53.7	134	57	2	2	133	73	203	1.8e-30	128.6
U6DU31_NEOVI/99-230	BJAM.scaffold1527.8283	54.9	122	50	2	16	132	84	205	8.1e-31	129.8
A0A026WG66_OOCBI/13-148	BJAM.scaffold1527.8283	53.7	123	55	1	16	136	403	525	6.8e-33	136.7
A0A914XQC6_9BILA/46-181	BJAM.scaffold1527.8283	51.9	133	62	2	6	136	73	205	4.1e-30	127.5
A0A6P9CMC3_PANGU/81-212	BJAM.scaffold1527.8283	49.2	122	57	1	16	132	84	205	2.0e-29	125.2
A0A370GCQ6_9COXI/44-171	BJAM.scaffold2195.10627	31.9	116	70	3	21	128	23	137	2.9e-09	58.2
A0A7K8QKP3_9PASS/83-215	BJAM.scaffold2195.10627	41.0	122	62	4	22	133	16	137	5.5e-19	90.5
A0A060SLN0_PYCCI/62-167	BJAM.scaffold10447.21286	56.2	80	34	1	16	95	86	164	5.2e-20	93.6
A0A6P5ZVV4_DURZI/83-217	BJAM.scaffold1527.8283	50.7	136	62	2	2	135	73	205	2.8e-31	131.3
L8IFZ2_9CETA/79-211	BJAM.scaffold10447.21286	41.7	108	50	4	37	133	103	208	1.6e-15	79.0
A0A246K2P0_9SPHN/25-156	BJAM.scaffold10447.21286	31.4	137	84	4	3	132	75	208	1.4e-11	65.9
F8Q1R3_SERL3/23-159	BJAM.scaffold6687.18512	55.7	140	55	5	1	137	475	610	3.6e-34	141.0
A0A0D3DYD4_BRAOL/60-194	BJAM.scaffold1527.8283	54.1	135	59	2	3	135	72	205	1.2e-32	136.0
A0A9L0SZB3_HORSE/99-191	BJAM.scaffold1527.8283	61.7	47	18	0	16	62	84	130	2.4e-13	71.2
A0A8X6P4N0_NEPPI/1-97	BJAM.scaffold1527.8283	52.6	76	36	0	5	80	405	480	4.7e-20	93.6
A0A232F3S2_9HYME/93-222	BJAM.scaffold1527.8283	46.2	132	64	2	1	127	390	519	9.1e-27	116.3
A0A668TNP6_OREAU/15-149	BJAM.scaffold10447.21286	58.5	123	48	2	16	135	86	208	6.8e-33	136.7
A0A087VPX6_BALRE/19-151	BJAM.scaffold2195.10627	41.8	122	61	4	22	133	16	137	5.5e-19	90.5
G3AKM1_SPAPN/45-198	BJAM.scaffold10447.21287	38.1	84	44	3	33	113	21	99	8.0e-06	47.0
A0A8C1BH58_CYPCA/15-149	BJAM.scaffold1527.8283	56.1	123	51	2	16	135	403	525	1.0e-33	139.4
A0A670XXF4_PSETE/24-131	BJAM.scaffold1527.8283	60.3	78	31	0	15	92	403	480	5.1e-23	103.6
A0A7K7L5T2_9AVES/16-149	BJAM.scaffold2267.10904	42.4	139	63	3	1	134	57	183	5.7e-24	107.1
