A0A8U0PB87_SALNM/15-150	k141_1954750_3	75.8	33	8	0	104	136	1	33	8.4e-07	54.7
A0A4P9W5Y1_9FUNG/14-149	k141_1954750_4	33.3	117	37	2	24	100	13	128	3.1e-09	62.8
A0A5A7T2V6_CUCME/82-215	k141_2355158_1	66.7	33	11	0	20	52	18	50	6.3e-07	55.1
A0A026WG66_OOCBI/13-148	k141_1954750_4	35.0	123	40	1	14	96	3	125	1.1e-11	70.9
A0A060SLN0_PYCCI/62-167	k141_1954750_4	38.7	124	34	3	18	101	7	128	3.0e-12	72.4
A0A6P5ZVV4_DURZI/83-217	k141_2355158_1	63.6	33	12	0	20	52	18	50	1.7e-07	57.0
F8Q1R3_SERL3/23-159	k141_1954750_4	37.9	124	35	3	18	101	7	128	2.3e-12	73.2
A0A0D3DYD4_BRAOL/60-194	k141_2355158_1	58.8	34	14	0	19	52	17	50	5.4e-06	52.0
A0A8X6P4N0_NEPPI/1-97	k141_1954750_4	32.2	118	40	1	3	80	5	122	1.2e-10	67.0
A0A668TNP6_OREAU/15-149	k141_1192793_2	75.8	33	8	0	103	135	1	33	3.7e-07	55.8
A0A8C1BH58_CYPCA/15-149	k141_738181_1	63.9	36	13	0	18	53	8	43	3.7e-07	55.8
A0A670XXF4_PSETE/24-131	k141_738181_1	64.7	34	12	0	19	52	10	43	1.5e-06	53.5
A0A8J8NJD6_HALGN/21-151	k141_1954750_4	35.2	108	25	2	17	79	7	114	3.5e-10	65.9
A0A5N7AU78_9EURO/14-150	k141_1192793_5	72.7	33	9	0	105	137	1	33	1.4e-06	53.9
A0A7K7M2F9_9PASS/16-149	k141_2355158_1	63.2	38	14	0	15	52	13	50	6.3e-07	55.1
A0A0K6FV38_9AGAM/90-226	k141_1192793_5	66.7	33	11	0	105	137	1	33	9.3e-06	51.2
A0A915NZJ3_9BILA/56-189	k141_1954750_4	36.0	114	33	1	14	87	5	118	2.2e-12	73.2
A0A409YM20_9AGAR/244-381	k141_1954750_4	34.2	120	38	2	15	94	4	122	1.4e-09	63.9
A0A2G5EW18_AQUCA/25-132	k141_2355158_1	70.6	34	10	0	19	52	17	50	6.0e-08	58.2
A0A2I4BMJ7_AUSLI/581-713	k141_2230814_1	38.8	134	76	3	3	132	71	202	1.7e-20	100.1
A0A8X8C6K9_POPTO/18-151	k141_2355158_1	67.6	34	11	0	19	52	17	50	2.2e-07	56.6
A0A164Y0C2_DAUCS/16-149	k141_2355158_1	67.6	34	11	0	19	52	17	50	4.8e-07	55.5
G0S1F8_CHATD/14-150	k141_1954750_3	81.8	33	6	0	105	137	1	33	1.0e-07	57.8
A0A834N404_VESGE/36-171	k141_2355158_1	63.2	38	14	0	16	53	13	50	5.8e-08	58.5
A0A8J5GL54_ZINOF/14-148	k141_2355158_1	64.7	34	12	0	19	52	17	50	6.4e-07	55.1
A0A444UNS6_ACIRT/1-97	k141_738181_1	69.4	36	11	0	7	42	8	43	4.1e-08	58.5
A0A1U7W409_NICSY/16-150	k141_2355158_1	67.6	34	11	0	19	52	17	50	2.2e-07	56.6
