Sod_Cu PF00080.25 122 8.6e-40 0.93
Sod_Cu PF00080.25 574 4.7e-95 0.77
Sod_Cu PF00080.25 574 4.7e-95 0.90
Sod_Cu PF00080.25 574 4.7e-95 0.89
Sod_Cu PF00080.25 574 4.7e-95 0.86
Sod_Cu PF00080.25 574 4.7e-95 0.59
NDH2_C PF22366.1 574 0.041 0.86
NDH2_C PF22366.1 574 0.041 0.82
NDH2_C PF22366.1 574 0.041 0.83
DUF1522 PF07482.16 574 0.29 0.83
DUF1522 PF07482.16 574 0.29 0.90
DUF1522 PF07482.16 574 0.29 0.81
Sod_Cu PF00080.25 594 3.1e-63 0.91
Sod_Cu PF00080.25 594 3.1e-63 0.83
Sod_Cu PF00080.25 594 3.1e-63 0.56
Sod_Cu PF00080.25 726 1.9e-101 0.90
Sod_Cu PF00080.25 726 1.9e-101 0.90
Sod_Cu PF00080.25 726 1.9e-101 0.93
Sod_Cu PF00080.25 726 1.9e-101 0.87
Sod_Cu PF00080.25 726 1.9e-101 0.87
Sod_Cu PF00080.25 726 1.9e-101 0.56
NDH2_C PF22366.1 726 0.091 0.80
NDH2_C PF22366.1 726 0.091 0.82
NDH2_C PF22366.1 726 0.091 0.83
MINT_MID PF20809.2 726 0.33 0.81
MINT_MID PF20809.2 726 0.33 0.83
MINT_MID PF20809.2 726 0.33 0.75
Sod_Cu PF00080.25 61 5.3e-15 0.86
Sod_Cu PF00080.25 1121 8.7e-214 0.87
Sod_Cu PF00080.25 1121 8.7e-214 0.90
Sod_Cu PF00080.25 1121 8.7e-214 0.90
Sod_Cu PF00080.25 1121 8.7e-214 0.89
Sod_Cu PF00080.25 1121 8.7e-214 0.90
Sod_Cu PF00080.25 1121 8.7e-214 0.87
Sod_Cu PF00080.25 1121 8.7e-214 0.83
Sod_Cu PF00080.25 1121 8.7e-214 0.56
NDH2_C PF22366.1 1121 0.021 0.82
NDH2_C PF22366.1 1121 0.021 0.82
NDH2_C PF22366.1 1121 0.021 0.83
NDH2_C PF22366.1 1121 0.021 0.85
NDH2_C PF22366.1 1121 0.021 0.83
Yop-YscD_ppl_3rd PF21934.1 1121 0.074 0.92
Yop-YscD_ppl_3rd PF21934.1 1121 0.074 0.92
Yop-YscD_ppl_3rd PF21934.1 1121 0.074 0.77
GRDA PF04723.20 1121 0.39 0.79
GRDA PF04723.20 1121 0.39 0.76
GRDA PF04723.20 1121 0.39 0.89
Kelch_4 PF13418.12 1121 4.5 0.87
Kelch_4 PF13418.12 1121 4.5 0.87
Kelch_4 PF13418.12 1121 4.5 0.87
Kelch_4 PF13418.12 1121 4.5 0.92
Sod_Cu PF00080.25 158 5e-36 0.86
Sod_Cu PF00080.25 188 1.1e-40 0.95
Sod_Cu PF00080.25 1150 2.7e-32 0.48
Sod_Cu PF00080.25 1150 2.7e-32 0.78
Sod_Cu PF00080.25 1150 2.7e-32 0.68
Sod_Cu PF00080.25 1150 2.7e-32 0.77
Sod_Cu PF00080.25 1150 2.7e-32 0.71
Sod_Cu PF00080.25 911 1.4e-158 0.85
Sod_Cu PF00080.25 911 1.4e-158 0.90
Sod_Cu PF00080.25 911 1.4e-158 0.89
Sod_Cu PF00080.25 911 1.4e-158 0.90
Sod_Cu PF00080.25 911 1.4e-158 0.81
Sod_Cu PF00080.25 911 1.4e-158 0.61
NDH2_C PF22366.1 911 0.12 0.82
NDH2_C PF22366.1 911 0.12 0.82
NDH2_C PF22366.1 911 0.12 0.83
NDH2_C PF22366.1 911 0.12 0.83
Sod_Cu PF00080.25 219 1e-23 0.89
Sod_Cu PF00080.25 621 3e-101 0.89
Sod_Cu PF00080.25 621 3e-101 0.91
Sod_Cu PF00080.25 621 3e-101 0.87
Sod_Cu PF00080.25 621 3e-101 0.86
Sod_Cu PF00080.25 621 3e-101 0.57
NDH2_C PF22366.1 621 0.033 0.83
NDH2_C PF22366.1 621 0.033 0.85
NDH2_C PF22366.1 621 0.033 0.89
Kelch_4 PF13418.12 621 0.12 0.87
Kelch_4 PF13418.12 621 0.12 0.89
Sod_Cu PF00080.25 847 4.6e-133 0.89
Sod_Cu PF00080.25 847 4.6e-133 0.90
Sod_Cu PF00080.25 847 4.6e-133 0.85
Sod_Cu PF00080.25 847 4.6e-133 0.87
Sod_Cu PF00080.25 847 4.6e-133 0.92
Sod_Cu PF00080.25 847 4.6e-133 0.74
Sod_Cu PF00080.25 847 4.6e-133 0.56
NDH2_C PF22366.1 847 0.0029 0.82
NDH2_C PF22366.1 847 0.0029 0.82
NDH2_C PF22366.1 847 0.0029 0.83
NDH2_C PF22366.1 847 0.0029 0.85
NDH2_C PF22366.1 847 0.0029 0.83
Kelch_4 PF13418.12 847 0.24 0.87
Kelch_4 PF13418.12 847 0.24 0.87
Kelch_4 PF13418.12 847 0.24 0.92
Drf_DAD PF06345.17 847 4.2 0.91
Drf_DAD PF06345.17 847 4.2 0.91
Drf_DAD PF06345.17 847 4.2 0.91
Drf_DAD PF06345.17 847 4.2 0.92
Drf_DAD PF06345.17 847 4.2 0.91
Sod_Cu PF00080.25 157 1.3e-41 0.90
